"timestamp","count","uniques"
"    2019-03-11T00:00:00Z",44,16
"    2019-03-12T00:00:00Z",20,5
"    2019-03-13T00:00:00Z",26,11
"    2019-03-14T00:00:00Z",49,9
"    2019-03-15T00:00:00Z",27,10
"    2019-03-16T00:00:00Z",13,5
"    2019-03-17T00:00:00Z",3,2
"    2019-03-18T00:00:00Z",28,10
"    2019-03-19T00:00:00Z",25,9
"    2019-03-20T00:00:00Z",19,10
"    2019-03-21T00:00:00Z",23,9
"    2019-03-22T00:00:00Z",10,3
"    2019-03-23T00:00:00Z",12,4
