"timestamp","count","uniques"
"    2019-02-25T00:00:00Z",21,7
"    2019-02-26T00:00:00Z",51,8
"    2019-02-27T00:00:00Z",29,6
"    2019-02-28T00:00:00Z",46,9
"    2019-03-01T00:00:00Z",3,2
"    2019-03-02T00:00:00Z",6,1
"    2019-03-03T00:00:00Z",1,1
"    2019-03-04T00:00:00Z",23,11
"    2019-03-05T00:00:00Z",59,6
"    2019-03-06T00:00:00Z",49,9
"    2019-03-07T00:00:00Z",15,5
"    2019-03-08T00:00:00Z",41,8
"    2019-03-09T00:00:00Z",11,7
"    2019-03-10T00:00:00Z",2,1
