"timestamp","count","uniques"
"    2019-03-24T00:00:00Z",15,5
"    2019-03-25T00:00:00Z",44,7
"    2019-03-26T00:00:00Z",59,10
"    2019-03-27T00:00:00Z",42,11
"    2019-03-28T00:00:00Z",31,12
"    2019-03-29T00:00:00Z",19,5
"    2019-03-30T00:00:00Z",37,6
"    2019-03-31T00:00:00Z",7,4
"    2019-04-01T00:00:00Z",35,9
"    2019-04-02T00:00:00Z",17,7
"    2019-04-03T00:00:00Z",26,12
"    2019-04-04T00:00:00Z",41,11
"    2019-04-05T00:00:00Z",32,6
