"timestamp","count","uniques"
"2019-02-09T00:00:00Z",14,4
"2019-02-10T00:00:00Z",4,2
"2019-02-11T00:00:00Z",47,17
"2019-02-12T00:00:00Z",196,24
"2019-02-13T00:00:00Z",26,10
"2019-02-14T00:00:00Z",42,12
"2019-02-15T00:00:00Z",32,10
"2019-02-16T00:00:00Z",9,4
"2019-02-17T00:00:00Z",44,1
"2019-02-18T00:00:00Z",8,4
"2019-02-19T00:00:00Z",21,6
"2019-02-20T00:00:00Z",25,9
"2019-02-21T00:00:00Z",43,7
"2019-02-22T00:00:00Z",7,5
