"timestamp","count","uniques"
"    2019-04-07T00:00:00Z",6,1
"    2019-04-08T00:00:00Z",4,3
"    2019-04-09T00:00:00Z",36,11
"    2019-04-10T00:00:00Z",22,8
"    2019-04-11T00:00:00Z",18,5
"    2019-04-12T00:00:00Z",15,8
"    2019-04-13T00:00:00Z",3,3
"    2019-04-14T00:00:00Z",2,2
"    2019-04-15T00:00:00Z",56,9
"    2019-04-16T00:00:00Z",49,10
"    2019-04-17T00:00:00Z",52,8
"    2019-04-18T00:00:00Z",26,6
"    2019-04-19T00:00:00Z",7,1
